5.1939928e+01   2.7650010e+00   9.9534698e-01
1.1733338e+02   5.8522319e-01   9.9979156e-01
1.2919731e+01   6.8308701e-01   9.9971601e-01
8.9731556e+01   7.6046720e-01   9.9964803e-01
8.2142959e+01   4.7325221e-01   9.9986369e-01
8.2142959e+01   4.7325221e-01   9.9986369e-01
7.8800173e+01   4.4957733e-01   9.9987699e-01
9.0037115e+01   2.0044493e-01   9.9997555e-01
6.9610520e+01   4.7506468e+00   9.8626433e-01
5.3688198e+01   2.7641792e+00   9.9534975e-01
1.7083611e+02   9.7204574e-01   9.9942493e-01
1.0162954e+02   2.2074591e+00   9.9703428e-01
6.1114151e+00   9.8145317e-01   9.9941375e-01
4.8900627e+01   1.3847171e+00   9.9883301e-01
1.3359573e+02   1.8789604e+00   9.9785128e-01
1.2248656e+02   2.3780750e-01   9.9996558e-01
2.5491743e+01   2.1844870e-01   9.9997096e-01
1.0275862e+02   1.1186213e+00   9.9923843e-01
1.7142097e+02   1.5287250e+00   9.9857766e-01
4.7937370e+00   9.9543368e-01   9.9939693e-01
1.6403307e+02   9.3278693e-01   9.9947045e-01
1.4140832e+02   5.3937613e-01   9.9982294e-01
8.1477998e+01   1.7272875e+00   9.9818418e-01
1.3899283e+02   1.0896727e+00   9.9927734e-01
1.0809398e+02   5.4247438e-01   9.9982090e-01
5.8435737e+01   3.1658948e-01   9.9993900e-01
5.1237738e+01   1.2803517e+00   9.9900229e-01
1.3553502e+02   3.1484715e-01   9.9993967e-01
6.4709411e+01   3.0926782e+00   9.9417878e-01
1.3208247e+02   2.1664581e+00   9.9714343e-01
1.3586314e+02   1.1354200e+00   9.9921538e-01
3.7487771e+01   1.4742771e+00   9.9867717e-01
1.7783904e+02   3.5563826e-01   9.9992302e-01
7.7087021e+01   2.1536493e+00   9.9717711e-01
8.0224968e+00   1.1689827e+00   9.9916831e-01
8.1477998e+01   1.7272875e+00   9.9818418e-01
1.1961832e+02   1.8226213e+00   9.9797820e-01
7.1778774e+01   1.4210100e+00   9.9877104e-01
8.6046558e+01   1.3428604e+00   9.9890250e-01
1.7142097e+02   1.5287250e+00   9.9857766e-01
1.3379095e+02   1.3815764e+00   9.9883830e-01
1.7412558e+02   1.0858223e+00   9.9928243e-01
1.0285794e+02   1.0427928e+00   9.9933818e-01
1.7049825e+02   2.8069552e-01   9.9995205e-01
1.5104043e+02   3.8900277e-01   9.9990790e-01
1.4242700e+02   5.4616661e-01   9.9981845e-01
1.2514407e+02   1.5253012e+00   9.9858403e-01
5.3107223e+01   5.4120359e-01   9.9982174e-01
1.1466093e+02   1.2733892e+00   9.9901311e-01
5.8333067e+01   7.6921557e-01   9.9963989e-01
1.0469906e+02   1.2241344e+00   9.9908798e-01
8.8064698e+01   6.6684515e-01   9.9972936e-01
1.6712579e+02   1.1183592e+00   9.9923879e-01
