9.2616242e+01   2.8633876e+01   5.0099539e-01
1.0636078e+02   1.4515603e+00   9.9871763e-01
1.6966236e+02   1.2393769e+00   9.9906513e-01
9.7547054e+01   9.2483698e-01   9.9947944e-01
5.1094170e+01   1.8016975e+00   9.9802436e-01
5.1094170e+01   1.8016975e+00   9.9802436e-01
1.7691098e+02   6.9792691e+00   9.7035413e-01
6.9959843e+01   6.9571329e-01   9.9970542e-01
2.0234490e+01   2.4806188e+00   9.9625489e-01
5.5871978e+01   5.6228889e+00   9.8075742e-01
1.5993943e+02   3.8902493e+00   9.9078916e-01
1.1503452e+02   5.3350661e+00   9.8267697e-01
1.7447978e+02   7.5129407e-01   9.9965647e-01
5.6812599e+01   3.9509657e+00   9.9049941e-01
1.4381793e+02   1.8746109e+00   9.9786122e-01
1.1252762e+02   9.3758906e-01   9.9946498e-01
1.2148424e+01   1.0562165e+00   9.9932103e-01
1.4188900e+02   1.5675588e+00   9.9850448e-01
1.6271296e+02   1.1369953e+00   9.9921320e-01
3.0393570e+00   6.8650815e-01   9.9971316e-01
1.5198540e+02   4.8623903e+00   9.8561056e-01
1.5031317e+02   7.6912373e-01   9.9963997e-01
9.3283771e+01   1.8320105e+00   9.9795732e-01
1.5581898e+02   1.0361752e+00   9.9934655e-01
1.2260126e+02   1.2471212e+00   9.9905341e-01
6.6005252e+01   1.3363207e+00   9.9891316e-01
7.2458431e+01   4.9088897e+00   9.8533403e-01
1.3210091e+02   4.6553742e-01   9.9986810e-01
5.0213618e+01   1.2343915e+01   9.0726362e-01
1.3274156e+02   3.8186245e+00   9.9112521e-01
1.2627644e+02   7.4626291e-01   9.9966106e-01
1.9770857e+01   1.0372787e+00   9.9934516e-01
1.6267993e+02   1.9491657e+00   9.9768771e-01
9.7009592e+01   2.7686496e+00   9.9533469e-01
1.6925818e+02   1.6003479e+00   9.9844126e-01
9.3283771e+01   1.8320105e+00   9.9795732e-01
1.0829215e+02   2.1939832e+00   9.9707038e-01
8.6481282e+01   2.4206214e+00   9.9643386e-01
3.2990013e+01   2.3797806e+00   9.9655318e-01
1.6271296e+02   1.1369953e+00   9.9921320e-01
3.2340207e+01   7.8223565e+00   9.6275916e-01
1.6123858e+02   9.5188063e-01   9.9944855e-01
1.1490801e+02   3.0331393e+00   9.9440076e-01
1.5521609e+02   8.6847241e-01   9.9954095e-01
1.4693064e+02   6.6978125e-01   9.9972697e-01
1.5035345e+02   7.4736283e-01   9.9966006e-01
1.7349188e+02   2.7339370e+00   9.9545094e-01
6.3421184e+01   1.0736200e+00   9.9929847e-01
1.3014421e+02   4.7390341e+00   9.8633140e-01
4.8358797e+01   2.4378003e+00   9.9638307e-01
1.1176129e+02   1.3477020e+00   9.9889457e-01
1.5477328e+02   2.4815312e+00   9.9625214e-01
1.6080183e+02   1.4299956e+00   9.9875545e-01
