9.1482212e+01   1.0543937e+00   9.9932337e-01
1.0792144e+02   5.0839335e-01   9.9984269e-01
1.0372203e+02   1.1707018e+00   9.9916586e-01
9.7991098e+01   1.1085684e+00   9.9925206e-01
1.1831466e+02   1.9118862e+00   9.9777532e-01
1.1831466e+02   1.9118862e+00   9.9777532e-01
1.0126742e+02   8.0560198e-01   9.9960501e-01
1.0851717e+02   1.0885265e+00   9.9927886e-01
1.2034426e+02   1.9523759e+00   9.9768009e-01
8.8140551e+01   9.8531548e-01   9.9940913e-01
1.0398465e+02   9.8892920e-01   9.9940478e-01
1.0719853e+02   6.5471578e-01   9.9973911e-01
1.0206015e+02   1.2625129e+00   9.9902990e-01
8.7753307e+01   1.0980515e+00   9.9926618e-01
1.1002723e+02   1.7205648e+00   9.9819828e-01
1.0762148e+02   5.1285270e-01   9.9983992e-01
1.0291684e+02   5.7973717e-01   9.9979545e-01
9.2437493e+01   5.5623925e-01   9.9981169e-01
9.5917883e+01   8.1668539e-01   9.9959407e-01
9.8346643e+01   1.1883801e+00   9.9914048e-01
1.0302623e+02   1.0306317e+00   9.9935353e-01
1.0027394e+02   5.2865780e-01   9.9982990e-01
9.4907562e+01   1.1425532e+00   9.9920549e-01
1.0603552e+02   9.6666989e-01   9.9943128e-01
1.1994664e+02   7.3627469e-01   9.9967007e-01
1.0201659e+02   8.3339242e-01   9.9957729e-01
9.6676725e+01   7.0501437e-01   9.9969749e-01
1.0697130e+02   6.6504344e-01   9.9973082e-01
8.4123783e+01   8.5996628e-01   9.9954990e-01
1.0782530e+02   6.9125054e-01   9.9970919e-01
1.0532744e+02   3.5010998e-01   9.9992540e-01
9.5742507e+01   5.0892110e-01   9.9984237e-01
9.0195925e+01   6.9047048e-01   9.9970984e-01
1.0452681e+02   2.5845279e-01   9.9995935e-01
9.8282414e+01   7.3135034e-01   9.9967447e-01
9.4907562e+01   1.1425532e+00   9.9920549e-01
1.0723875e+02   2.9562657e-01   9.9994681e-01
9.9894072e+01   1.0178358e+00   9.9936948e-01
9.6688451e+01   2.7821476e-01   9.9995289e-01
9.5917883e+01   8.1668539e-01   9.9959407e-01
9.6453454e+01   4.7771020e-01   9.9986111e-01
9.8784076e+01   1.1634223e+00   9.9917621e-01
9.8384754e+01   1.7808396e+00   9.9806984e-01
1.0227960e+02   4.7588313e-01   9.9986217e-01
9.7573296e+01   2.6128488e-01   9.9995845e-01
9.9762201e+01   5.1424946e-01   9.9983905e-01
9.7064292e+01   4.9168933e-01   9.9985286e-01
9.8126611e+01   8.0027203e-01   9.9961022e-01
1.0849167e+02   1.7431224e+00   9.9815073e-01
9.9487219e+01   1.1370956e+00   9.9921307e-01
1.1047010e+02   1.1019419e+00   9.9926097e-01
8.1333158e+01   4.0534460e-01   9.9990000e-01
9.1776763e+01   5.2802811e-01   9.9983031e-01
